"comicName","comicSummary","comicGrade"
"진짜여군","진짜여군의 진짜진짜 여군이야기","9.87"
"얼인의만아(얼仁義滿我)","사라져가는 우리 전통문화를 들춰보는 만화입니다.","9.85"
"열렙전사","본격 명품 판타지 액션 겜만화","9.70"
"악마와티타임","본격 요양원 만화","9.86"
"힐데르트캐슬","러브액션 판타지","9.42"
"우주대모험","황당한 가족의 기상천외 우주여행!","9.20"
"언더더애플트리","놀탱 놀탱","9.30"
"신과인간에관한재밌는상상화","신과 인간의 관계는...??","9.80"
"솔로가좋다.","나혼자사는솔로툰","9.87"
"죽은자를상대하는방법","좀비물 입니다.","9.86"
"루크벨라의우아한인생","남주없음여자둘만나옴","9.87"
"일상로맨스","소소한 일상들","9.85"
"이상징후(異常徵候)","초능력은개뿔","9.85"
"사자(使者)","최초 여자 염라대왕의 탄생?! 본격 저세상 판타지 로맨스","9.86"
"강을그리다","픽션사극","9.87"
"어렴풋이","글/그림 휘를","9.80"
"헬로리틀또리미","본격 과거일상툰!","9.86"
"쥐인님과나","지극히쥐덕한생활 :3","9.84"
"그마남이야기","그마법사가남기고간이야기","9.86"
"사나울","스물아홉 설레임","9.85"
"SDB","고교당구왕","9.69"
"고양이뚜껑","말하는 고양이!","9.86"
"가라,로봇!","본격 로봇 순애물","9.62"
"어둠속을날아서","-","9.73"
"물속의고요","꿈에서 마주친 꼬마","9.85"
"하나밖에안보여!","킬링타임용 순정만화","9.89"
"판타스틱!티티우스표류기","인어의 육지표류기","9.86"
"더모나크","추방 당한 사탄 그리고..","9.69"
"애원(愛怨)","남고에 여고생 귀신","9.81"
"내첫사랑에대한기억","순정만화","9.87"
"리바이벌(Revival)","판타지 로맨스","9.77"
"주일은쉽니다","일주일 의인화한 일상 만화","9.89"
"별끝에서땅끝까지","별에서 온 별땅이 이야기","9.81"
"마이리틀캐나다","캐나다 적응기","9.85"
"무의식의숲","당신이 잠든 사이","9.89"
"자갈치땅콩","강아지의일기","9.86"
"두번째의왕자님","자유 연재","9.88"
"생생생활기록부","뭉실뭉실 팡이의 정상적이고 평범한 생활기록부","9.86"
"발렌티노다스티","안잘난뱀파이어","9.82"
"혼원사","영혼을 구하는 자","9.86"
"내학생이싸이코패스일리가없어","학원 군상극.","9.85"
"우렁이라도좋아","우렁이 로맨스","9.82"
"그래도내일은","무무의 인생이야기","9.79"
"트라우마","손발오글 순정만화","9.91"
"감염[感染]Infection","푸른빛은 핏빛보다 잔인하다.","8.86"
"데몬데몬","마계 액션 판타지","9.85"
"저리가요마왕씨","날림주의 악필주의 오글주의","9.86"
"비밀스러운짝사랑","고교 개그 순정","9.86"
"유랑인류","온더로드 라이브 여행툰","9.84"
"달콤한나의독일","독일국제연애","9.87"
"밤의피조물","고딕 판타지","9.75"
"외쳐불러:나머지방송반","방송부 이야기","9.81"
"정귀괴담록","퇴마 액션","9.86"
"DeepBlue","시한부","9.86"
"트러블걸","영웅과 악당 둘 다 되어야 했던 소녀의 이야기","9.70"
"네크로골비","네크로맨서","9.85"
"인형의꿈","작은 소망이야기.","9.81"
"마스크걸","인기여캠BJ의정체는?","9.85"
"블루블로썸","블루 블로썸","9.69"
"왕자님을인터뷰하는법","최애캐인터뷰","9.85"
"하루살이소년","요일별 가정부들과 함께 하는 소년 하루의 일상","9.87"
"렛츠고!팜머스쿨!","개그농업학교","9.85"
"네거티브칸나","지상최악의마법소녀","9.74"
"스리핑거","통기타 동아리 스리핑거 이야기","9.65"
"수트오브스파이(suitofspy)","스파이 액션 활극","9.68"
"그래도괜찮을까?","세상이 두려운 사람들의 이야기","9.70"
"악마를찾는사람들","악마를 찾는 사람들의 이야기 악마가 만난 사람들의 이야기","9.63"
"더퀘스트","쏘울봉","8.96"
"너와이세계의크랙","다른 세계로 끌려들어간 주성이를 중심으로 한 판타지 순정물","9.85"
"Guarding-그녀는나의웬수..","한없이 순수했던 그 아이......때문에 미쳐버릴거같아..","9.77"
"데일리위치","평범한 마녀들의 일상 판타지 사컷만화","9.84"
"언더그라운드블러드팩","Sci-fi 웹그래픽노블","9.87"
"그래,가끔하늘을보자","초보맘 육아 스토리","9.86"
"틈새의주인","검은 전설의 시작","9.84"
"1+1","캠퍼스 로맨스","9.87"
"소나기통조림","학원드라마","9.83"
"사랑하는마음","완결","9.62"
"바이시클","자전거와 사람들","9.36"
"이별에서우리는","남녀의 입장에서 격 화로 진행되는 이별 후의 이야기","9.87"
"나는귀머거리다","나는 귀머거리다","9.90"
"TheA","한 건물에 갇힌 이들의 사투","9.82"
"아이돌Dis토피아","극평범아이돌만화","9.74"
"실","인연의 고리.","9.85"
"조선타임트래블","시간여행★","9.84"
"야생화","본격 아포칼립스 액션","9.84"
"신기관리팀처용대","불가사의한 힘을 지니고 있는 유물들을 둘러싸고 벌어지는 도시액션활극!!","9.67"
"설레긴개뿔","우린 그냥 친구야","9.85"
"양철맨","본격 히어로 액션!! 새로운 슈퍼 히어로의 탄생! 격주 월요일 연재합니다.","9.24"
"시리우스","미스터리 판타지. 자유연재.","9.85"
"들개의품위","Loyal stray dogs","9.86"
"너의나날","여고 안에서의 짝사랑","9.88"
"pponnie(뽀니)","뽀니의 특별한 일상","9.85"
"산타","12월에...","9.74"
"마나마나","@(0▽0)@","9.86"
"마네킹","나한테왜그랬어?","9.86"
"아름다운개새끼","의식의 흐름대로 그리는 만화","9.85"
"심모람채널","모람모람한 날들","9.83"
"프리템포","세 여자의 스펙타클하고 유머러스한 생활담","9.86"
"산신[山神]","한국설화 각색환타지","9.86"
"카이제리온(KAIXERION)","슈퍼 로맨스","9.54"
"도닥도닥","3포세대 우리들","9.86"
"오즈의바보들","오즈의 이야기","9.89"
"망각천사를잡는방법","천사와 싸우는 인간","9.76"
"애오라지","옛날옛날에…","9.69"
"마왕의휴일","나를 위해 춤춰라.","9.87"
"HOL(전설의역사)","리그오브레전드 비하인드 스토리 -FANFIC-","9.40"
"어메이징결혼이야기","“내일은결혼”책출시","9.88"
"아이들의404","울집에미친넘이떳다!","9.87"
"날로먹는연애","사라진 친구 찾기","9.84"
"묘생인생","두 괭이와 두 괭인의 일상","9.88"
"환상음악단편선","환상음악단편선","9.69"
"리바이어던","SF 드라마","9.70"
"기적의앱스토어","투시안경. 미래예지. 그런 물건이 내 손에 쥐어 진다면? 마법물품으로 인생역전을 이룬다!","9.86"
"우애좋은삼남매","안과 밖이 다른 삼남매의 일상","9.85"
"연애의정석","남녀 사랑의 정석","9.70"
"서당개삼년이면풍월을읊는다.","좀 웃긴 학원물","9.81"
"전달자","카르가막의 여정","9.31"
"우주수호기사마이티캣!","비일상적인 히어로물","9.78"
"저주를걸어드립니다.","난쟁이 마녀 이야기","9.87"
"오!주예수여","예수님 아닙니다","9.85"
"캣밑피쉬(TheCatMeetsFish)","트로피컬 여행 판타지","9.86"
"미백클럽","궁극의 동아리","9.72"
"펭귄테일","엉뚱펭귄 등장!","9.86"
"시간나비","잃어버린 3년을 찾아서","9.11"
"탄생석","능력자 판타지","9.86"
"썸타임","매주 화요일 연재","9.86"
"빨간눈토끼","토끼눈은 원래 빨갛다!","8.53"
"나그리고","설명하기 힘든 마음들 그림으로 대신 설명해드릴게요","9.86"
"수상한전학생","신개념 좀비로맨스","9.85"
"영어전쟁","전쟁같은 미국생활기","9.86"
"소녀의세계","소녀들의 우정물","9.85"
"이온","☆★☆★","9.73"
"망상특급열차","하는 거 없는 여행","9.64"
"고추밭표류기","귀농,농촌툰 아님","9.82"
"룸메이트","우리는 흔녀.","9.57"
"몬딕","몬스터 딕셔너리","9.88"
"제왕의조건","퓨전판타지","9.81"
"블랙헤이즈","판타지","9.87"
"백수탐정","대한민국에 탐정이 존재한다.","9.82"
"BeYonD","꿈 여행기","9.83"
"안즈","'바람'의 8대를 찾아라.","9.78"
"악제에피소드","악마 VS 인간","9.57"
"빅플크루","도자기 덕후의 일상툰^^","9.33"
"코인","마왕과용사","9.80"
"(2부)나는엄마다","엄마가 된 고등학생의 학교복귀 투쟁기","9.77"
"HOOD","시체의 이야기","9.87"
"미다스의아들","100일간의 이야기","9.85"
"안녕내스물일곱","내 스물일곱 이야기","9.86"
"뉴빌런","악당들의 세대교체 이야기","9.82"
"폭군의궁전청소부","정식연재!","9.84"
"혼생자(魂生子)","설화의 재해석.","9.86"
"리플렉션","흡혈귀 동양 판타지","9.78"
"안단테노선생","누구나 싫어하고 꺼리는 공포의 치과.어느 치과 의사의 잔잔한 인생 이야기","9.70"
"아이보리","초보 엄마 아빠 육아성장기","9.87"
"난너의운명","운명적인 사랑이란!?","9.84"
"고기해방연합","고기가 금지된 세상","9.85"
"아르테","하늘과 땅의 사랑을 받는 아르테라 불리는  한소녀의 성장 이야기","9.87"
"진실게임","거짓말을 하면 죽는다...!","9.86"
"불가능한연애","절대 연애가 안될 것 같은 두사람의 연애 방법.","9.86"
"개집사일기","우리 개만 그런가?","9.80"
"F&I","B급 느와르 액션 만화","9.65"
"만물상","모든 물건을 파는 가게의 이야기","9.82"
"인버스","본격 분열성 조장 만화","9.87"
"신영웅전기","마법학자와 신영웅의 이야기","9.87"
"해를쫓아별이된아이","해를쫓아별이된아이","9.85"
"도나도나도나","돌고 도는 사람들","9.88"
"천개의소원","고교 일상 순정 만화 ★격주 토요일연재★","9.86"
"우리집장롱대마왕","하숙생 구해요!","9.79"
"잊지않아","요정과사람이야기","9.55"
"우바우(우리가바라는우리)","웃퍼","9.85"
"코코넨네","본격 아기 관찰 웹툰.","9.87"
"오빠의향기","판타지 코믹 순정만화","9.85"
"오토리버스","오토리버스","9.76"
"아이돌스파이","아이돌이지만 원하는 단 하나를 가지지 못해 스파이가 된 철부지 '그놈'과 인생에서 포기를 먼저 배워 너무 일찍 철든 '그녀'와 만나면서 벌이는 로맨틱 액션코미디","9.72"
"오늘은좀더낫겠지","어제보다 나은 오늘을 꿈꾸는 그녀의 시시콜콜한 이야기(수요일 연재)","9.68"
"수수께끼","첫사랑 누나?","9.85"
"그와그녀와그","다크순정판타지+개그.매월 10,20,30일연재.","9.86"
"꽃자국길","환상 여행","9.85"
"죽지못해산다","죽지못해사는 여섯 남자 이야기","9.88"
"슈퍼시크릿","소꿉친구의 일상판타지","9.85"
"롤랜드엠블리","귀여운 친구들의 일상","9.49"
"블랙스완을위한변명","영국 빅토리아시대 로맨스","9.86"
"유쾌빽양의사회적응기","일상생활에서 보고 들을 수 있는 일상사를 귀여운? 곰들과 함께 풀어가는 카툰~ 때론 과격하고 폭력하지만 다소 어리버리하고 바보같지만 귀여운 북극곰, 팬더, 불곰. 들의 일상사~","9.57"
"렌탈맨","렌탈맨","8.31"
"호랑이형님","호랑이 액션활극!!!","9.86"
"레이디프로젝트","신랑감 찾기 프로젝트","9.86"
"에잇뿔","우리..돈 없으면 사랑할 수 없나요?","9.83"
"천화","집착의 굴레","9.82"
"여자들의뒷담화","세여자의 각자 다른 사랑이야기.","9.87"
"흑백인간","천재사이코들두뇌싸움","9.80"
"요런요물들","한국의 요물들이 현대사회를 살아가는 이야기","9.86"
"그린애플","고딩 사계절이야기","9.80"
"아메리카노","20대 첫사랑을 카페에 빗대어 그린 만화.","9.13"
"무극","코믹+무협","9.84"
"무림야구","삼국지 등장인물들이 펼치는 퓨젼 야구 만화!!!","9.47"
"슬기로운생활","존잘남의 학교생활 분투기","9.85"
"CELL[셀]","특별한 죄인들을 가두는 감옥","9.86"
"4층복도끝천국","유령로맨스","9.86"
"빈센트","도깨비나 이무기, 산신령, 구미호 같은 존재들은 단지 설화 속 이야기거리가 아니다. 그들은 21세기 서울, 인간들 속에 숨어 살고 있다. 청년과 한 소녀의 이야기.","9.77"
"선택게임","독자 선택 만화","9.87"
"하우투싸커[Howtosoccer]","때는 바야흐로 인류 시즌7. 그 시대에는 없는 것이 하나 있었으니?","9.36"
"너라면알까?","고교 성장 드라마","9.86"
"조금더가까이","관계를 들여다보기","9.85"
"뉴욕,고양이그리고나","뉴욕에서 일러스트레이터로 일하는 그녀와 고양이의 소소한 이야기.","9.87"
"네크로맨서","현대판 네크로맨서의 일상","9.87"
"뷰티풀군바리","여자가군대를가면?","9.74"
"행운의서(書)","세 사람의 만남, 그로인해 다가오는 하나의 행운","9.87"
"5月하늘의돋보기","잃어버렸나요?","9.86"
"버드(BUD)","환생 판타지.","9.65"
"구름사냥","뜬구름 잡자규~","9.64"
"뿔뿔뿔뿔","미노타우로스 병을 앓고 있는 남자들의 사람사는 이야기","9.83"
"마미기숙사","여자기숙사에 남자가 산다!!","9.85"
"꾼","고교생들의 잔혹하고 고독한 도박세계","9.52"
"애플에이지","성범죄 웹툰","9.88"
"이여인","이십대 여자 직장인","9.86"
"OneBiteOfTheApple","단편만화 모음집","9.82"
"바리바리발발","하나뿐인 고양이 바리와 슈리,누리! 와의 게으른 주인의 일상.","9.86"
"신룡의주인","마법학교에 입학?!","9.85"
"죽어도숨은쉰다","이승과 저승의 이야기","9.85"
"약하지않아","최약체 몬스터들의 모험","9.80"
"연정가","조선시대 슬픈 사랑이야기","9.48"
"어쩌지남여","츤츤이와 준이","9.79"
"빗자루도깨비태비(리메이크전)","도깨비 이야기","9.85"
"마장박다이어리","마장박의 일상....","8.87"
"디어비스","슈퍼히어로물","9.69"
"그림술사","요괴와술사의이야기","9.87"
"이너옥터","불만 많은 우주 여행기","9.87"
"햄스터만바라보다","햄스터의 매력에 흠뻑♥","9.87"
"내마음의음유시인","마지막공연","9.86"
"냥모나이트","냥이와 여자사람의 동거툰","9.84"
"지옥문","한밤 중 아파트 옥상에서 들리는 정체불명의 소음?","9.86"
"인생은꿈맛","인도여행기 업뎃중","9.38"
"은퇴한히어로","백수 히어로의 일상","9.85"
"숨","연재 종료","9.86"
"달수이야기","총체적난국 주의","9.86"
"오가닉하게우프!","오가닉한 두 여자의 영국우프 체험기!","9.85"
"그섬에바보들이산다","자유연재중입니다.","9.83"
"이별만화완성도","눈물과 콧물","9.58"
"연애의정령","연애코치가 왔다!","9.85"
"한소리로듣고한눈으로보고","흑백단편/자유","9.85"
"새벽소리가들린다","요정나라에서 펼쳐지는 달콤한 일상","9.70"
"그림자도마뱀사기극","소소한 유쾌 판타지","9.82"
"하이라몽","★ 하이 코미디 어드벤쳐 옴니버스 스쿨 판타지 ★","9.53"
"여도지죄","만남과 이별 사이","9.83"
"버저비터","노율/강민석","9.70"
"늑대와의동침","인기 아이돌 '크라운'의 리더 공재윤과의 아슬아슬 동거생활!","9.86"
"씁쓸한하루","어떻게든 되겠지","9.83"
"푸디와친구들","푸디의 카페 만들기 좌충우돌!","7.81"
"내소울메이트는어디있을까","내 인연은 어디에?","9.87"
"다크써클몸빼바지","육식마녀","9.81"
"꽃보다찬란한","코믹,로맨스♡","9.76"
"글더하기그림","짧은만화","9.82"
"인생삼파전","조폭 김창식의 인생역전 임업도전기!!","9.74"
"공복의저녁식사","매일매일 맛있는 음식","9.85"
"에르데","에르데 - 세상을 구하는 엘프이야기","9.79"
"인간의조건","여우이야기","9.87"
"꼴통명문구린고","일상코믹스쿨라이프","9.85"
"과일종합선물세트","본격 과일들이 썸타는 만화","9.85"
"꿈꾸는바다","자유연재","9.83"
"괴발개발","16마리 반려동물이야기","9.86"
"비스트사인","여장소년 수난기","9.66"
"1+1=3","여성이 포식자가 되어버린 망가진 세계에 떨어진 사람들. 그들의 생존, 집착, 사랑 이야기","9.87"
"로고스","마몬형제의 이야기","9.64"
"소리다이어리","20년째 다이어리질","9.78"
"고예섬방문일지","동서고금무 판타지","9.83"
"외모지상주의","매주 토요일 연재","9.86"
"유리구두의비밀","메르헨판타지 자유연재","9.76"
"블러드블랙","뱀파이어?!","9.86"
"EMPIRE(제국)","판타지 드라마","9.60"
"모아세(모두가아름다워진세상)","성형,외모","9.86"
"레드군","소년 모험 만화!","9.50"
"11월에내리는설이","용우와 소설, 시간의 이야기.","9.73"
"밴디지!","현실상륙작전. 이대로 미지근한 불시착이 될 것인가, 아니면 시동을 걸고 스스로 날아오를 것인가! 밴드로 치유하는 우리들의 상처, 조금은 어설픈 희망재활 프로젝트, 밴디지!","9.68"
"몽유병","몽유병에 걸린 한 남자의 이야기","9.73"
"잉문학","잉여+인문학=잉문학","9.84"
"치킨,신이된닭","맥주를 좋아하는 닭이 치킨이 되어가는 과정","9.81"
"제가그냥보라색을좋아하는데요(제.그.보.)","일상욕망 콜렉터!  + 천사/악마 지망생","9.86"
"히어로즈플랜B","H.P.B","9.85"
"수상한복학생","ST☆R별","9.85"
"리얼러브","학원 일상스토리","9.87"
"거꾸로-툰","내려갔다 올라가는 만화. 거꾸로 다시보면 새롭게 보이는 반전 만화","9.85"
"아내의그녀","위기의 부부에게 찾아온 의문의 그녀!","9.86"
"그날,이후의세계","16년 뒤로","9.84"
"편의점의마법사","일상 판타지","9.89"
"자유부인","자유부인과 점년이의 지적인 싼티의 마력","9.86"
"건축카페종이집","소녀의 건축여행기","9.77"
"여자가더좋아하는연애","하는 연애","9.86"
"ADHD생활기","ADHD를 갖고 있는 줄 모른 채 어른이 된 사람들","9.76"
"Mrs.Alice","어느날 사라져버린 엄마. 기억속에 숨겨져 있던 엄마의 진짜 모습을 찾아나선 조엘.","9.81"
"윙즈-영광을위한날개","드래곤과 창공의 세계","9.85"
"영광에매이다","은톨이와 도깨비","9.74"
"여탕보고서","여탕의 진실","9.85"
"그리드(Greed)","숲속으로 도망간 소년, 사람의 발길이 끊긴 그 곳에서 벌어지는 일들을 그린 스릴러물.","9.87"
"GO!GO!1학년8반!!!","능곡고등학교 1학년 8반!! 범상치 않은 신입생들의 신나는 스쿨라이프!!","9.52"
"(핫샷)HOTSHOT[?]","HOTSHOT웹툰","9.76"
"내가엄마라니","엄마가 되어버렸어요.","9.87"
"아침나라의꽃","1930년대, 일제강점기로 타임리프한 여고생 이야기","9.85"
"카이만","판타지입니다.","9.84"
"슈퍼랑","천랑, 화랑, 이랑 새로운 슈퍼 영웅의 탄생!","9.63"
"로키(Loki)","로키의 모험","9.86"
"부처핸접","신개념 갱생 웹툰","9.83"
"망월선녀설화","선녀와 나무꾼, 그들의 끝나지 않은 이야기","8.98"
"오늘의온도","오늘의 온도는 몇 도입니까?","9.85"
"나는평범하지않다","순정만화","9.88"
"비스트(beast)","정통 액션 환타지","9.78"
"소동헌을위한기록","에필로그","9.73"
"피터팬의웬디","현대판 피터팬과 웬디","9.85"
"설레는기분","두근두근♡","9.85"
"위기의범죄자","범죄 심리극","9.86"
"너의목소리가보여","우리말 사랑 웹툰","9.87"
"보통회사이야기","보통 한 집단마다 한 명의 또라이가 있다고 한다. 그런데 이 회사에는…","8.96"
"아버지와아들","철부지 아빠의 아빠놀이","9.75"
"블랙","세상 은 하얗고 삶 은 어둡다.","9.48"
"솔라보이","광합성하는식물소년!","9.78"
"조조할인","새와 사람","9.87"
"알타고","한국고전판타지","9.79"
"쌍둥이네","쌍둥이 신비감제로!","9.87"
"봄여름가을겨울떡집",".","9.82"
"애니마","영결합배틀물","9.83"
"어느오래된도서관의비밀","어느 오래된 도서관에서 펼쳐지는 이야기.","9.86"
"이상한나라의더이상한앨리스","남자 앨리스","9.77"
"푸드포스레인저","푸드 포스 레인저","9.81"
"그것은어느날","참꽃마리","9.85"
"PrincessofDream","꽃미남 아이돌 총출동","9.85"
"바다의노래","사랑, 믿슙니까?","9.43"
"말하지않는다.","이거슨..신세계?","9.76"
"월야에우는새","◀최종 공지!","9.81"
"비창","퓨전판타지","9.76"
"스톰힐다이어리","하이틴 유학로맨스","9.86"
"기안84회고록","내가 바라본 기안84 이야기","9.86"
"아씨와나","산에서 내려온 삼식이의 인간세상 경험 에피소드","9.86"
"두근거려요","첫 번째 사랑의 실패로 겁쟁이가 된 여자.","9.85"
"PleaseMe,Please","판타지 순정.","9.78"
"평일의나","평일에 뭐하세요?","9.86"
"애니멀'즈매거진","엉뚱,4차원,발랄,초깜찍(?) 대한민국 2%가 살아가는 이야기","9.79"
"여고생이좋아요","여고연애물","9.87"
"부부탐구생활(구자취의달인)","결혼으로 고고씽","9.87"
"19평사바나","야생으로 가자!","9.54"
"괴물아가씨","괴물들의 이야기","9.74"
"魂지킴이","상처받은 영혼에 위로를.....","9.77"
"야수의노래","저승 모험을 그린 한국형 판타지","9.83"
"기래믹스","멍청하고 부끄러운 일상들.","9.76"
"여자의마음","너희가 결혼한 여자의 마음을 알아?!","9.62"
"마지막피터팬","성장통로맨스♥","9.85"
"우리집에귀신이사는것같아","무서운 이야기","9.80"
"씁쓸남유남생","출퇴근 감성의 공감...씁쓸하다.","9.81"
"엘리자베스1호","안드로이드와 박사님","9.85"
"에스카토스","진범을 찾아라","9.87"
"변기통로맨스","모태솔로 로맨스","9.81"
"마로이야기","말하는 개 마로와 평범한 여대생 순지의 이야기","9.85"
"리솔루토","판타지","9.73"
"코기의취향","'함께 밥을 먹으면서 정이 쌓인다.'","9.85"
"TwoCoffins(투카핀스)","세사람과 두개의관","9.64"
"비비디바비디덕","비바덕♪","9.82"
"비트윈","비밀속의 연애","9.78"
"특허소년","특별히 허락한 소년","9.87"
"그런만화","개그 만화!","9.85"
"수치스러운애정행각","정식연재","9.81"
"청춘거지클럽","가난한 청춘들의 캠퍼스 생존 로맨스 코미디","9.78"
"드림웨폰","악몽사냥꾼들 이야기","9.83"
"선녀가온나나","현대의 인간세상으로 내려온 선녀들의 이야기","9.84"
"이프","판타지.","9.85"
"하푸하푸","물범 하푸와 북극곰 꾸꼼, 펭귄 귄귄이의 이야기","9.85"
"문신","문신 판타지 소년만화","8.63"
"blooming(블루밍)","꽃이 만발한,지독한","9.87"
"졸래동화","병맛의 진수를 그대에게","9.83"
"미궁","미궁 프로젝트","9.82"
"오늘도무사히,","보통사람 이야기","9.63"
"애플시나몬","나만 몰랐던 이야기.","9.86"
"동양의색","동양의 색","9.78"
"은빛고릴라","변신 동물들 이야기","9.60"
"윈터우즈","동화같은이야기","9.86"
"달이빛나는밤에","달의 도깨비의 이야기","9.78"
"꽁치가파닥파닥","꽁치의 육지살이.","9.69"
"할로우포인트","판타지입니다.","9.85"
"몬스터즈하우스","이상한 괴물들","9.88"
"NEXUS","심부름회사NEXUS","9.87"
"살신성인","좀비의 학교생활","9.85"
"딸기와밀크티","예대 청춘 로맨스!","9.74"
"그들의방식","현대이능력판타지","9.83"
"보글보글챱챱","잘먹겠습니다.","9.80"
"신수의주인","액션남녀러브로망스","9.82"
"DEADDAYS","- 좀비 스릴러 - 우린 살아 남을 수 있을까?","9.82"
"7번국도아이","추억은 마음속의 보석이다. 보석 같은 이야기를 찾아가는 7번국도 아이.","9.83"
"덕과의동침","오덕남편과의 일상","9.87"
"하나마나","만화일기","9.86"
"황금장미","은빛요정의 로맨스판타지","9.84"
"도전!만화가!!","만화가를 꿈꾸는 만화가지망생들의 도전!!","8.80"
"달달한러브컬렉션","러브컬렉션","9.83"
"불만시대","누구에게나 불만은 있다","9.63"
"렛츠","일상에서의 판타지","9.66"
"어느토요일밤의무지개","어느 토요일 밤, 밝은 빛과 함께 그들이 내려왔다. 그리고 7년 후...","9.81"
"충무공","충무공이 현재에 부활한다. 로봇으로.","9.13"
"BooBoo'sZoo(부부의동물원)","반려가족들의 이야기","9.71"
"펄스나인","축구에 꿈을 건 소년들의 성장 드라마.","9.49"
"미묘한이야기","미묘하다 [형용사] 뚜렷하지 않고 야릇하고 묘하다.","9.44"
"밀레니엄헌터","2000년 세상은 신화속 괴물들의 놀이터가 된다.","9.87"
"나비,물고기","나비,물고기,그녀 그리고 그들","9.81"
"초딩생활2<달탐정발명대>","초딩생활","9.64"
"모두의추억","2002월드컵","9.80"
"아벨","어느 왕의 검부터 시작된 전설","9.52"
"마음을전해드립니다.","마음을 전해 드립니다.","9.83"
"[톡툰]","어른으로 살기","9.61"
"상상고양이","김경","9.86"
"최고의콤비","천사와 악마가 지상에서 만났다!","9.80"
"코크싸이더",".","9.81"
"절대신의유희","사후세계 판타지","9.85"
"포갓레인저","변신액션히어로","9.76"
"동물소대","내 인생의 한 번뿐인 순간","9.45"
"아띠아노","카툰/아띠아노","9.36"
"망각의주인","망각의 판타지.","9.87"
"심박수1280","사이코 순정 로맨스","9.74"
"우주교도소바다붐","우주교도소 바다붐에서 펼쳐지는 죄수들의 이야기.","9.80"
"모태솔로수용소","감옥만화","9.72"
"어떤화랑의아가씨와용의이야기","조용한 판타지","9.86"
"사각사각","캐나다 워킹홀리데이+디자이너 생존기","9.86"
"사랑의기술","매주토요일연재","9.66"
"오나미",".","7.56"
"이여자가덕후로사는것","이렇게 살고있는 덕후도 있다고 합디다~","9.62"
"우리들의다섯걸음","청소년 성장 (아침)드라마","9.62"
"겨울X거울","소년, 소녀를 만나다.","9.56"
"자이언트(THEHERO)","거인, 그의 역사","9.73"
"버퍼링","SF스릴러","9.85"
"사랑은햄스터를타고","라부라부판타지","9.85"
"히키(HicKey)","천사와 악마로 인해 바뀌어 버린 일상! 그리고 그들의 이야기.","9.86"
"시간선完","만월의 날에 관한 미스테리서스펜스","9.80"
"고스트컴퍼니","악마잡는회사","9.85"
"숲속마을친구들","개그 로맨스","9.87"
"무색소녀","로맨스아닌데","9.85"
"후원자","어느날 1억이생겼다","9.76"
"[캠핑툰]햇살이따스해!","캠핑의 매력에 빠져드는 낭만중년 양동이네의 웃음가득 캠핑 라이프 스토리.","9.75"
"만하생","만화가 지망 문하생의 생활 노트","9.86"
"행월이야기","행월이야기","9.72"
"갱스타즈(Gangstaaz)","힙합/랩만화","9.64"
"그녀찾아삼만리","그녀를 찾아서!","9.71"
"도깨비낭자","도깨비와 도깨비와 사람","9.77"
"뉴트리아","뉴트리아세계","9.68"
"어서옵셔,식당입니다.","당신이 머문자리는 아름답나요?","9.39"
"유령라이프","잉여로운 유령과 그 친구들이 사는(?) 이야기.","9.86"
"개화여자정보고등학교","여고일상만화","9.80"
"썸씽","연애는 글로 배웠어요.","9.86"
"소원의조각","하랑이에게소원을!","9.79"
"테임","길들여진.....","9.50"
"마더어스","그들이 원하는 세상","9.51"
"옥탑방마녀","초보마녀의 인간생활적응기","9.80"
"유자의오늘","소소한 일상","9.86"
"정상컴플렉스","알고보면 평범한 사람들의 이야기","9.87"
"알트","알트,쉬프트","9.79"
"이런카페처음이야","카페 판타지 스릴러","9.87"
"마녀수업","마녀수업","9.86"
"숨은,고양이찾기","다시","9.85"
"DAWN여명-트와일라이트2부","황혼 2부","9.85"
"공부할시간","엘리트들의 두뇌싸움","9.83"
"길리","길리는 종종 살인충동에 휩싸이곤 한다","9.87"
"트웰브","시간을 지배하는 자가 세상을 지배한다!!","9.85"
"기묘한책방","특이한 책방이야기","9.85"
"상냥들","캠퍼스 로맨스","9.74"
"빙하기사람들","코믹스릴러","9.75"
"악마도의무교육받습니다!","악마도 받는 의무교육!","9.87"
"커피와스무디","설탕 한 스푼 소금 한 스푼","9.86"
"얼짱의이중생활","완결!","9.79"
"장인의나라","목요일!","9.84"
"블랙보이","용사와 마족","9.76"
"하루달콤하루쌉싸름","추억 속 음식 이야기","9.86"
"그런만화가가있었다","그런 만화가가 있었다.","9.56"
"백설녀와나무꾼","한국에 사는 동화인들의 이야기. 금요연재.","9.87"
"여동생은로봇","여동생이 택배로 왔다!! 그런데 여동생은 로봇?","9.80"
"아무래도좋은이야기","황당하고 재밌는 이야기들 거기에 감동(?) 까지!","9.67"
"멀리서보면,푸른봄","이십대 드라마","9.86"
"튄공","각기 다른 문제로 제자리에 멈춰버린 네 명의 청춘들, 그들이 만나 길거리 농구대회 우승이라는 목표를 가지고 전국을 여행하기 시작한다.","9.81"
"망자카페","죽음이 그려내는 따뜻하고 슬픈 이야기","9.78"
"디바인안드로메다","이계 체험기","9.86"
"누설","초능력시대극. 영매들의 새인생 이야기","9.84"
"카니발-Carnival-","느와르 액션물.","9.85"
"사일런스","본격 오컬트 만화!","9.81"
